,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),draft_status,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,nba team,ROUND NUMBER,ROUND PICK,OVERALL PICK
247,Demetrius Jackson,Notre Dame,ACC,35,87.1,115.9,24.4,51.4,55.97,3.1,7.9,25.1,15.3,113,139,0.813,139,265,0.525,54,163,0.331,0.8,2.1,32.5,Jr,6-01,5.04428,127.546,2.2,2016,all,93.2,2.15791645,92.0,146.0,47.0,119.0,0.6301,0.395,16.0,16.0,1.0,Drafted,111.075,104.203,3.07645,185.99,5.14345,5.5568,-0.413348,5.14039,35.9429,4.93665,0.203746,0.8857,2.5714,3.4571,4.6857,1.2286,0.2857,15.8,Boston Celtics,2,15,45
248,DeAndre' Bembry,Saint Joseph's,A10,36,92.8,110.7,24.5,51.3,53.91,4.3,18.0,24.1,12.6,117,178,0.657,204,369,0.553,34,128,0.266,2.5,2.2,35.8,Jr,6-06,4.36381,120.835,2.6,2016,all,56.0,2.20544419,139.0,193.0,66.0,177.0,0.7202,0.3729,29.0,30.0,0.9667,Drafted,96.6461,93.9216,4.51299,291.217,8.8377,4.88895,3.94875,7.89142,37.25,4.77418,3.11724,1.4167,6.3333,7.75,4.4722,1.4167,0.8333,17.4167,Atlanta Hawks,1,21,21
249,Malcolm Brogdon,Virginia,ACC,37,85.1,120.0,26.8,53.2,58.48,2.1,13.3,19.5,10.0,140,156,0.897,155,311,0.498,75,192,0.391,0.9,1.8,31.0,Sr,6-05,5.99104,137.708,2.4,2016,all,80.6,2.21154109,89.0,137.0,66.0,174.0,0.6496,0.3793,5.0,5.0,1.0,Drafted,98.9573,92.0084,4.36185,203.837,9.49229,7.27731,2.21498,10.2715,34.1351,7.60734,2.66417,0.5135,3.5405,4.0541,3.1081,0.9459,0.2432,18.2432,Milwaukee Bucks,2,6,36
250,Domantas Sabonis,Gonzaga,WCC,35,79.9,120.0,26.0,61.2,65.09,11.6,28.2,11.4,18.5,149,194,0.768,224,364,0.615,5,14,0.357,2.7,1.1,51.3,So,6-11,4.95322,131.645,4.0,2016,all,60.2,0.68477518,157.0,214.0,67.0,149.0,0.7336,0.4497,22.0,24.0,0.9167,Drafted,90.7655,88.0512,4.53415,263.303,7.50443,3.90304,3.60139,7.6708,32.0571,5.39611,2.27469,3.0286,8.8,11.8286,1.8,0.6,0.8857,17.4857,Oklahoma City Thunder,1,11,11
251,Ben Bentil,Providence,BE,35,84.7,112.2,28.1,51.0,56.7,8.4,16.7,8.0,11.4,194,248,0.782,194,375,0.517,52,158,0.329,3.1,1.4,46.5,So,6-09,5.00019,129.507,3.2,2016,all,81.2,0.59703286,124.0,192.0,71.0,187.0,0.6458,0.3797,29.0,34.0,0.8529,Drafted,98.8119,93.7659,4.13551,234.276,4.8751,3.51748,1.35762,7.37051,34.2286,5.98994,1.38058,2.6857,4.9714,7.6571,1.1429,0.8571,1.0286,21.0857,Boston Celtics,2,21,51
252,Jakob Poeltl,Utah,P12,35,75.4,124.0,26.0,64.0,66.23,11.9,22.0,13.9,14.9,161,231,0.697,222,347,0.64,0,0,0.0,4.8,1.2,66.6,So,7-01,5.55629,140.033,3.0,2016,all,,0.95714998,199.0,284.0,23.0,62.0,0.7007,0.371,32.0,34.0,0.9412,Drafted,98.6568,93.3991,3.76243,220.198,9.67869,5.88242,3.79626,9.74688,30.6,7.36804,2.37884,2.8286,6.2286,9.0571,1.9143,0.6,1.5143,17.2857,Toronto Raptors,1,9,9
253,Chinanu Onuaku,Louisville,ACC,31,61.5,112.7,21.9,62.0,62.0,13.7,25.8,12.9,23.3,33,56,0.589,137,220,0.623,0,1,0.0,9.6,1.9,25.3,So,6-10,2.71114,118.743,4.8,2016,all,86.6,0.78462416,81.0,110.0,56.0,110.0,0.7364,0.5091,37.0,40.0,0.925,Drafted,84.2337,79.1302,4.25001,191.597,10.9157,1.9591,8.9566,9.23887,24.5806,3.37483,5.86404,2.9355,5.5484,8.4839,1.6452,0.7742,2.0,9.9032,Houston Rockets,2,7,37
254,Isaiah Whitehead,Seton Hall,BE,34,80.4,102.1,31.1,45.8,51.07,1.8,9.8,33.0,19.5,149,196,0.76,113,290,0.39,81,222,0.365,4.5,2.1,38.3,So,6-04,3.94973,122.333,2.8,2016,all,97.4,1.45377145,47.0,96.0,66.0,193.0,0.4896,0.342,0.0,1.0,0.0,Drafted,96.5495,92.2267,4.101,208.447,6.80136,3.7449,3.05647,8.41596,32.2941,5.97337,2.4426,0.5294,3.0588,3.5882,5.0882,1.1765,1.4412,18.1765,Brooklyn Nets,2,12,42
255,Daniel Hamilton,Connecticut,Amer,36,79.0,102.5,25.6,44.4,49.18,3.5,26.8,29.0,17.4,86,100,0.86,112,269,0.416,47,142,0.331,1.5,2.0,24.3,So,6-07,2.90128,113.426,2.3,2016,all,96.8,2.0,45.0,76.0,67.0,194.0,0.5921,0.3454,5.0,5.0,1.0,Drafted,89.7038,86.8527,4.63416,257.118,6.43065,2.12579,4.30486,6.67441,32.0278,3.48992,3.18449,0.9167,8.0,8.9167,4.7222,1.0556,0.4167,12.5278,Denver Nuggets,2,26,56
256,Tyler Ulis,Kentucky,SEC,35,88.5,125.7,24.1,49.7,56.68,1.7,7.1,34.3,13.0,167,195,0.856,137,282,0.486,55,160,0.344,0.3,2.3,44.1,So,5-09,6.65772,139.653,2.0,2016,all,96.4,3.56528362,47.0,82.0,90.0,200.0,0.5732,0.45,0.0,0.0,,Drafted,101.959,97.3339,3.99541,204.885,9.06995,8.66775,0.402208,9.69273,36.8,7.84836,1.84437,0.5429,2.4571,3.0,7.0286,1.4571,0.1143,17.3143,Phoenix Suns,2,4,34
257,Wade Baldwin IV,Vanderbilt,SEC,33,75.3,109.5,26.4,49.2,57.09,1.5,11.6,33.7,19.7,155,194,0.799,94,215,0.437,41,101,0.406,1.0,2.3,61.4,So,6-03,3.89036,124.161,3.4,2016,all,74.0,1.89008554,63.0,118.0,31.0,98.0,0.5339,0.3163,13.0,15.0,0.8667,Drafted,96.7419,92.0043,3.86419,190.487,6.9925,4.59175,2.40075,6.5147,30.3636,3.94335,2.57135,0.3939,3.6061,4.0,5.2121,1.2121,0.3333,14.1212,Memphis Grizzlies,1,17,17
258,Jaylen Brown,California,P12,34,68.3,95.4,30.9,47.1,51.76,4.5,16.5,15.1,21.0,142,217,0.654,133,276,0.482,30,102,0.294,2.2,1.7,57.4,Fr,6-07,2.32017,111.435,4.6,2016,all,99.4,0.63810632,98.0,160.0,35.0,116.0,0.6125,0.3017,21.0,25.0,0.84,Drafted,96.1781,91.4564,3.55465,185.694,2.64996,0.00518571,2.64478,2.67159,27.6176,0.728962,1.94263,1.0588,4.2941,5.3529,1.9706,0.7941,0.6471,14.6471,Boston Celtics,1,3,3
259,Marquese Chriss,Washington,P12,34,61.2,109.3,23.7,56.2,58.64,9.8,11.7,6.3,17.6,89,130,0.685,159,279,0.57,21,60,0.35,5.9,1.9,38.3,Fr,6-09,2.76195,119.496,6.5,2016,all,88.6,0.37681086,102.0,145.0,56.0,133.0,0.7034,0.4211,52.0,65.0,0.8,Drafted,100.93,96.5835,2.74802,179.644,4.54953,2.03066,2.51887,4.24068,24.9118,2.60641,1.63427,2.5,2.8824,5.3824,0.7647,0.9412,1.6176,13.8235,Phoenix Suns,1,8,8
260,Brandon Ingram,Duke,ACC,36,85.9,112.1,24.6,52.5,55.25,6.1,15.4,11.3,13.7,116,170,0.682,134,289,0.464,80,195,0.41,3.6,1.9,35.1,Fr,6-09,4.44841,124.254,2.4,2016,all,99.6,0.98610002,69.0,117.0,65.0,172.0,0.5897,0.3779,17.0,17.0,1.0,Drafted,103.403,95.9335,3.93885,237.974,6.30806,4.07465,2.23341,6.79962,34.6111,5.53645,1.26317,1.8611,4.9167,6.7778,1.9722,1.1111,1.3611,17.3333,Los Angeles Lakers,1,2,2
261,Dejounte Murray,Washington,P12,34,82.2,97.8,26.0,45.1,48.51,4.1,13.7,25.7,19.0,110,166,0.663,168,368,0.457,34,118,0.288,0.8,2.8,34.2,Fr,6-04,2.58081,109.567,3.2,2016,all,90.4,1.38181932,100.0,166.0,68.0,201.0,0.6024,0.3383,14.0,17.0,0.8235,Drafted,100.785,96.4446,3.71125,243.083,3.43709,1.76825,1.66884,2.9018,33.5,1.73456,1.16724,1.4118,4.5588,5.9706,4.4706,1.8235,0.2941,16.1176,San Antonio Spurs,1,29,29
262,Malachi Richardson,Syracuse,ACC,37,85.1,100.2,22.0,46.5,50.97,1.7,12.1,12.8,17.3,113,157,0.72,73,188,0.388,79,224,0.353,0.9,2.1,38.1,Fr,6-06,2.42967,107.531,2.9,2016,all,93.4,0.97470849,47.0,84.0,26.0,104.0,0.5595,0.25,5.0,5.0,1.0,Drafted,101.247,94.9795,4.01267,209.32,2.09105,1.04498,1.04607,2.31477,34.3784,0.931429,1.38334,0.5135,3.7568,4.2703,2.0811,1.1622,0.2703,13.4054,Charlotte Hornets,1,22,22
263,Diamond Stone,Maryland,B10,34,55.1,114.3,26.4,56.8,60.67,13.0,15.3,4.1,15.1,96,128,0.75,163,287,0.568,0,0,0.0,7.2,1.3,44.6,Fr,6-11,3.33457,129.326,4.1,2016,all,99.0,0.26925592,123.0,177.0,40.0,110.0,0.6949,0.3636,48.0,48.0,1.0,Drafted,97.5476,92.9533,2.83368,153.079,3.54788,1.59568,1.9522,4.91682,22.7647,3.37124,1.54558,2.2353,3.2353,5.4706,0.4118,0.5,1.5882,12.4118,New Orleans Pelicans,2,10,40
264,Cheick Diallo,Kansas,B12,27,13.5,98.3,21.3,56.9,57.18,10.4,27.2,0.9,22.7,15,27,0.556,33,58,0.569,0,0,0.0,11.9,2.0,46.6,Fr,6-09,0.482852,105.901,7.5,2016,all,99.2,0.05876747,17.0,23.0,16.0,35.0,0.7391,0.4571,11.0,13.0,0.8462,Drafted,84.8946,79.8192,1.25247,57.154,3.43934,-2.85076,6.2901,3.05126,7.4815,-1.86017,4.91143,0.6296,1.8889,2.5185,0.037,0.2593,0.8519,3.0,LA Clippers,2,3,33
265,Jamal Murray,Kentucky,SEC,36,87.1,118.0,25.4,55.9,59.0,4.9,11.1,12.1,15.3,119,152,0.783,131,261,0.502,113,277,0.408,0.9,1.6,28.3,Fr,6-04,5.57218,133.06,2.4,2016,all,98.2,0.94047056,77.0,111.0,54.0,150.0,0.6937,0.36,18.0,19.0,0.9474,Drafted,101.145,96.6981,3.89906,209.711,8.14115,7.25949,0.88166,8.97041,35.1944,8.14081,0.829595,1.4722,3.6944,5.1667,2.1944,0.9722,0.3056,20.0,Denver Nuggets,1,7,7
266,Skal Labissiere,Kentucky,SEC,36,39.0,105.5,20.9,51.6,54.0,7.3,14.6,3.6,16.3,41,62,0.661,98,188,0.521,0,2,0.0,10.3,0.9,32.6,Fr,6-11,1.39181,112.689,7.6,2016,all,99.8,0.33336968,37.0,56.0,61.0,132.0,0.6607,0.4621,26.0,31.0,0.8387,Drafted,95.6059,91.4025,2.03132,118.717,5.09141,0.0929794,4.99843,2.10278,15.75,-1.36423,3.46701,0.9722,2.1667,3.1389,0.3056,0.25,1.6389,6.5833,Sacramento Kings,1,28,28
267,Henry Ellenson,Marquette,BE,33,82.6,103.4,25.8,48.0,53.35,7.8,24.1,11.0,15.0,143,191,0.749,164,331,0.495,30,104,0.288,4.4,1.4,43.9,Fr,6-11,3.20265,114.888,3.0,2016,all,98.4,0.75643085,69.0,112.0,95.0,218.0,0.6161,0.4358,5.0,6.0,0.8333,Drafted,98.465,95.0069,3.91125,242.461,3.40958,1.12219,2.28739,3.4322,33.5455,2.57413,0.858067,2.1515,7.5758,9.7273,1.7879,0.8485,1.4848,17.0,Detroit Pistons,1,18,18
268,Alec Peters,Valparaiso,Horz,28,76.3,117.8,29.5,52.7,59.63,8.0,23.2,15.0,13.5,167,188,0.888,149,290,0.514,55,149,0.369,1.0,1.2,42.8,Sr,6-09,5.31891,130.94,2.6,2017,all,50.0,0.90140097,79.0,119.0,70.0,171.0,0.6639,0.4094,7.0,9.0,0.7778,Drafted,96.3548,97.4582,3.8043,203.71,4.93177,4.49912,0.432646,7.68101,35.1379,7.27159,0.409418,2.5517,7.5517,10.1034,2.2069,0.7931,0.3793,22.9655,Phoenix Suns,2,24,54
269,Sindarius Thornwell,South Carolina,SEC,32,71.9,118.2,29.2,51.0,58.98,8.0,16.2,19.4,14.2,215,259,0.83,137,291,0.471,58,148,0.392,3.4,3.6,59.0,Sr,6-05,5.99432,140.456,2.7,2017,all,94.0,1.13157895,88.0,153.0,49.0,138.0,0.5752,0.3551,9.0,11.0,0.8182,Drafted,88.3804,82.9766,5.14704,244.238,13.5191,7.66756,5.8515,15.8998,32.9062,10.379,5.52079,2.4062,4.5,6.9062,2.6875,2.0625,0.9375,20.7188,Milwaukee Bucks,2,18,48
270,Jaron Blossomgame,Clemson,ACC,33,85.5,113.0,24.8,52.6,56.07,5.9,15.5,9.7,11.5,120,168,0.714,196,347,0.565,24,94,0.255,2.9,1.4,38.1,Sr,6-07,4.58366,125.553,1.9,2017,all,76.8,0.92728148,134.0,185.0,62.0,162.0,0.7243,0.3827,41.0,44.0,0.9318,Drafted,105.976,99.0371,3.54831,197.517,4.73046,3.69097,1.03949,5.53709,34.3333,4.97122,0.565869,1.7879,4.4848,6.2727,1.5455,0.8182,0.9091,17.697,San Antonio Spurs,2,29,59
271,Jabari Bird,California,P12,27,62.5,107.0,21.6,54.2,56.23,3.5,13.2,7.7,16.1,42,55,0.764,75,140,0.536,65,178,0.365,0.8,1.3,17.3,Sr,6-06,2.87215,113.069,2.4,2017,all,96.0,0.55996541,47.0,69.0,28.0,70.0,0.6812,0.4,18.0,20.0,0.9,Drafted,96.9727,92.2512,4.03116,144.179,3.3703,1.99916,1.37114,5.07982,31.963,3.44276,1.63706,0.963,3.7407,4.7037,1.037,0.6667,0.2222,14.3333,Boston Celtics,2,26,56
272,Nigel Williams-Goss,Gonzaga,WCC,38,79.6,119.3,24.9,53.3,59.37,2.2,15.7,25.8,14.8,157,181,0.867,177,336,0.527,43,117,0.368,0.2,2.9,40.0,Jr,6-03,4.85906,129.811,1.9,2017,all,93.4,2.1829091,84.0,128.0,93.0,208.0,0.6563,0.4471,5.0,5.0,1.0,Drafted,85.8129,83.7396,5.1215,274.226,10.47,5.67179,4.79819,10.3435,32.6579,5.57175,4.77177,0.5789,5.3947,5.9737,4.7105,1.6842,0.0789,16.8421,Utah Jazz,2,25,55
273,Josh Hart,Villanova,BE,36,82.9,122.3,27.1,59.0,61.89,5.9,17.5,18.8,13.4,127,170,0.747,162,280,0.579,74,183,0.404,1.0,2.9,36.7,Sr,6-05,6.08723,139.825,2.7,2017,all,84.4,1.49295204,114.0,160.0,48.0,120.0,0.7125,0.4,20.0,21.0,0.9524,Drafted,93.5948,88.5641,4.64604,241.733,10.4919,7.31438,3.17755,10.8788,33.1667,7.6631,3.2157,1.4167,4.9722,6.3889,2.9444,1.5556,0.2778,18.6944,Utah Jazz,1,30,30
274,Kadeem Allen,Arizona,P12,34,68.9,108.5,18.4,52.1,57.03,1.5,13.7,17.8,20.7,86,116,0.741,75,161,0.466,32,75,0.427,2.3,3.1,49.2,Sr,6-03,2.4546,110.513,3.3,2017,all,,1.55382354,45.0,85.0,30.0,76.0,0.5294,0.3947,4.0,4.0,1.0,Drafted,95.0827,90.4715,4.00389,213.348,7.7439,2.9621,4.78181,6.35,30.0,1.90101,4.44899,0.3529,3.6765,4.0294,2.9706,1.5588,0.6176,9.7647,Boston Celtics,2,23,53
275,Kyle Kuzma,Utah,P12,27,69.6,112.8,26.7,53.9,56.34,11.2,22.7,15.0,14.7,81,121,0.669,142,255,0.557,25,78,0.321,1.6,1.1,36.3,Jr,6-09,4.11232,125.288,2.1,2017,all,62.8,1.14518909,106.0,153.0,36.0,101.0,0.6928,0.3564,13.0,13.0,1.0,Drafted,98.7643,96.7197,3.45396,163.806,5.35021,4.00991,1.3403,5.46892,30.8276,5.16579,0.303122,2.7931,6.5517,9.3448,2.4483,0.6207,0.4828,16.4138,Brooklyn Nets,1,27,27
276,Edmond Sumner,Xavier,BE,21,45.6,110.2,24.8,50.7,56.97,1.8,13.5,30.3,19.6,100,136,0.735,89,167,0.533,12,44,0.273,2.7,2.3,64.5,So,6-06,4.06356,122.477,2.9,2017,all,79.0,1.81034798,64.0,104.0,17.0,50.0,0.6154,0.34,14.0,15.0,0.9333,Drafted,103.093,97.6161,3.58036,131.808,6.57664,3.86929,2.70735,7.63958,33.1429,4.67874,2.96084,0.5238,3.8095,4.3333,5.0,1.2857,0.7619,14.9524,New Orleans Pelicans,2,22,52
277,D.J. Wilson,Michigan,B10,38,75.2,122.3,18.1,60.5,62.82,6.7,16.3,8.5,12.7,50,60,0.833,123,195,0.631,41,110,0.373,5.2,1.0,19.7,So,6-10,4.03635,125.581,2.5,2017,all,75.6,1.19044604,72.0,87.0,51.0,108.0,0.8276,0.4722,38.0,38.0,1.0,Drafted,102.055,96.2275,3.41578,202.916,8.40991,4.70463,3.70527,7.04259,30.3947,4.98952,2.05308,1.5,3.8421,5.3421,1.3158,0.5,1.5,11.0263,Milwaukee Bucks,1,17,17
278,Justin Jackson,North Carolina,ACC,39,80.2,119.2,23.9,53.0,55.46,4.9,10.8,16.0,12.3,98,131,0.748,156,306,0.51,103,280,0.368,0.8,1.4,22.4,Jr,6-08,5.08049,132.578,1.7,2017,all,98.4,1.63768116,83.0,130.0,73.0,176.0,0.6385,0.4148,13.0,13.0,1.0,Drafted,101.543,93.9603,3.89272,215.962,8.26311,6.7892,1.47391,8.89179,32.0,7.38876,1.50303,1.45,3.2,4.65,2.825,0.775,0.225,18.275,Portland Trail Blazers,1,15,15
279,Dillon Brooks,Oregon,P12,34,56.9,113.3,30.1,55.4,58.2,4.7,9.9,23.0,15.8,90,121,0.744,141,268,0.526,57,141,0.404,2.0,2.5,29.6,Jr,6-07,4.0417,132.778,4.4,2017,all,88.4,1.3194788,85.0,129.0,56.0,138.0,0.6589,0.4058,10.0,10.0,1.0,Drafted,97.4912,92.5238,3.20991,158.623,6.51461,5.47655,1.03807,7.84291,25.3143,5.82998,2.01293,1.0,2.2286,3.2286,2.7143,1.0857,0.4571,16.1143,Houston Rockets,2,15,45
280,Jordan Bell,Oregon,P12,38,72.5,119.9,19.2,64.0,65.53,12.4,21.8,11.5,20.6,77,111,0.694,168,254,0.661,2,13,0.154,8.5,2.6,41.6,Jr,6-09,3.68127,123.503,2.4,2017,all,80.2,0.93333677,131.0,178.0,36.0,75.0,0.736,0.48,50.0,55.0,0.9091,Drafted,88.8529,84.6422,4.45854,276.109,11.9252,4.14202,7.78319,9.83705,28.8205,5.05442,4.78263,2.8718,5.8974,8.7692,1.7949,1.2564,2.2564,10.9487,Chicago Bulls,2,8,38
281,Caleb Swanigan,Purdue,B10,35,80.5,112.9,28.5,57.2,62.03,10.7,32.7,18.7,20.9,164,210,0.781,184,336,0.548,38,85,0.447,2.5,0.8,49.9,So,6-09,4.88645,130.669,3.4,2017,all,96.4,0.89832113,111.0,146.0,73.0,189.0,0.7603,0.3862,19.0,20.0,0.95,Drafted,91.6952,86.7658,4.71125,269.176,8.41421,3.67001,4.74421,8.46663,32.5429,5.52616,2.94046,2.7429,9.7143,12.4571,3.0286,0.4286,0.8,18.4571,Portland Trail Blazers,1,26,26
282,Tyler Dorsey,Oregon,P12,38,75.4,117.7,21.5,57.4,60.49,3.3,9.6,10.9,13.9,103,137,0.752,99,194,0.51,86,203,0.424,0.4,1.5,34.5,So,6-04,3.97575,124.918,2.0,2017,all,94.6,1.13557646,74.0,117.0,25.0,77.0,0.6325,0.3247,5.0,5.0,1.0,Drafted,100.81,96.0324,3.44372,180.935,4.54882,4.76981,-0.220987,5.55197,29.9744,4.84311,0.708854,0.8462,2.6154,3.4615,1.7179,0.7692,0.1026,14.641,Atlanta Hawks,2,11,41
283,Luke Kennard,Duke,ACC,37,88.8,127.3,23.0,57.9,62.91,3.9,12.1,13.6,11.2,160,187,0.856,149,284,0.525,88,201,0.438,0.9,1.4,38.6,So,6-06,6.54923,140.079,2.5,2017,all,96.0,1.54239316,55.0,87.0,94.0,198.0,0.6322,0.4747,3.0,3.0,1.0,Drafted,103.155,96.1443,4.04067,215.166,8.02895,7.36515,0.6638,9.39706,35.5135,8.06344,1.33362,1.1622,3.9189,5.0811,2.4595,0.8378,0.3514,19.5135,Detroit Pistons,1,12,12
284,Tyler Lydon,Syracuse,ACC,34,89.6,118.4,18.0,54.8,59.72,7.7,19.2,10.8,15.7,97,116,0.836,102,195,0.523,49,125,0.392,4.7,1.7,36.3,So,6-09,4.19162,120.652,2.7,2017,all,85.8,1.18642312,69.0,99.0,33.0,96.0,0.697,0.3438,25.0,28.0,0.8929,Drafted,101.689,96.6872,4.00861,244.374,7.57671,4.26047,3.31624,5.96957,36.0882,4.3122,1.65737,2.3235,6.3235,8.6471,2.0588,1.0294,1.4412,13.1765,Utah Jazz,1,24,24
285,Thomas Bryant,Indiana,B10,34,68.6,112.0,22.3,56.0,60.09,9.7,17.2,9.8,20.9,108,148,0.73,125,225,0.556,23,60,0.383,5.7,1.6,51.9,So,6-10,3.15081,120.008,4.4,2017,all,96.2,0.64103569,97.0,144.0,28.0,81.0,0.6736,0.3457,37.0,38.0,0.9737,Drafted,100.983,96.036,3.1339,191.596,5.95093,2.8386,3.11232,5.3531,28.0588,3.33555,2.01755,2.2353,4.4118,6.6471,1.4706,0.7647,1.5294,12.5588,Utah Jazz,2,12,42
286,Frank Mason III,Kansas,B12,36,89.4,125.2,25.5,57.3,62.23,2.0,10.4,26.1,14.4,189,238,0.794,159,318,0.5,82,174,0.471,0.2,2.0,48.4,Sr,5-11,6.93156,142.784,2.2,2017,all,76.6,2.17438978,107.0,191.0,52.0,127.0,0.5602,0.4094,1.0,1.0,1.0,Drafted,102.695,95.755,4.11775,224.991,8.43497,7.76701,0.667963,10.0958,36.1389,8.05776,2.03808,0.6111,3.5556,4.1667,5.1944,1.3056,0.0556,20.9167,Sacramento Kings,2,4,34
287,Ivan Rabb,California,P12,31,73.3,106.2,24.2,49.7,54.14,10.7,25.7,10.9,16.5,124,187,0.663,143,292,0.49,8,20,0.4,3.3,1.3,59.9,So,6-11,3.24361,115.914,3.8,2017,all,98.8,0.71642071,86.0,133.0,57.0,159.0,0.6466,0.3585,21.0,22.0,0.9545,Drafted,90.5229,87.1575,4.67577,218.707,4.93547,0.740694,4.19478,5.29345,32.6452,2.51827,2.77518,3.0323,7.4516,10.4839,1.5484,0.6774,1.0,14.0,Orlando Magic,2,5,35
288,Damyean Dotson,Houston,Amer,32,85.4,125.7,21.2,59.5,61.08,5.0,18.2,6.9,8.6,44,53,0.83,94,186,0.505,108,244,0.443,0.6,1.6,12.3,Sr,6-05,5.27039,131.371,1.9,2017,all,47.8,1.02856864,34.0,54.0,60.0,131.0,0.6296,0.458,7.0,7.0,1.0,Drafted,97.3145,95.8541,3.92325,209.246,6.5608,5.98813,0.572669,9.07424,34.0606,8.11337,0.960869,1.5455,5.2727,6.8182,1.0909,0.9091,0.1515,17.4545,New York Knicks,2,14,44
289,OG Anunoby,Indiana,B10,16,28.9,115.6,20.5,61.5,61.12,8.5,16.1,11.0,18.0,27,48,0.563,54,77,0.701,14,45,0.311,5.5,3.0,39.3,So,6-08,2.73289,118.77,3.3,2017,all,41.4,0.88461538,49.0,63.0,5.0,14.0,0.7778,0.3571,27.0,29.0,0.931,Drafted,98.5464,95.1539,2.89972,88.5137,8.72022,4.65725,4.06298,7.84486,25.125,4.83015,3.0147,1.75,3.6875,5.4375,1.4375,1.3125,1.3125,11.0625,Toronto Raptors,1,23,23
290,John Collins,Wake Forest,ACC,33,66.5,124.8,29.2,62.2,65.76,16.4,25.7,4.5,13.2,164,220,0.745,234,375,0.624,0,1,0.0,6.6,1.3,58.5,So,6-10,5.45322,146.0,4.5,2017,all,63.2,0.27871248,168.0,223.0,66.0,149.0,0.7534,0.443,59.0,62.0,0.9516,Drafted,103.87,97.0491,2.94366,198.91,6.78591,5.72858,1.05733,9.24487,26.6061,9.03017,0.214696,3.7576,6.0606,9.8182,0.5152,0.6364,1.5758,19.1515,Atlanta Hawks,1,19,19
291,Donovan Mitchell,Louisville,ACC,34,80.1,114.4,23.3,49.8,53.4,3.7,12.9,16.0,12.7,87,108,0.806,101,218,0.463,80,226,0.354,1.7,3.7,24.3,So,6-03,4.31111,125.688,3.2,2017,all,94.4,1.66067641,64.0,116.0,37.0,101.0,0.5517,0.3663,9.0,13.0,0.6923,Drafted,93.2413,86.2419,4.74913,232.285,10.0466,6.17702,3.86963,10.1032,32.2941,5.39252,4.7107,1.0882,3.7647,4.8529,2.7353,2.0588,0.5,15.5588,Denver Nuggets,1,13,13
292,Derrick White,Colorado,P12,33,81.6,121.1,25.9,58.1,62.67,3.5,10.7,28.3,16.6,140,174,0.805,147,258,0.57,57,142,0.401,4.8,2.2,43.5,Sr,6-05,5.32304,133.944,2.7,2017,all,,1.8271071,96.0,142.0,51.0,115.0,0.6761,0.4435,7.0,7.0,1.0,Drafted,103.201,99.8096,3.29774,207.998,9.57571,7.08348,2.49223,11.7116,32.8235,8.84082,2.87083,1.0294,3.0588,4.0882,4.3529,1.2353,1.4412,18.0882,San Antonio Spurs,1,29,29
293,Justin Patton,Creighton,BE,34,63.8,117.1,21.1,69.2,67.45,7.7,18.9,8.6,17.7,43,83,0.518,186,272,0.684,8,14,0.571,5.9,1.9,29.0,Fr,7-01,3.23666,123.512,4.4,2017,all,83.2,0.68331093,160.0,196.0,27.0,77.0,0.8163,0.3506,67.0,68.0,0.9853,Drafted,95.9166,90.3415,3.41481,203.996,8.69774,3.01927,5.67848,7.59594,25.2857,3.72398,3.87195,1.6857,4.5429,6.2286,1.1714,0.8571,1.4286,12.9429,Chicago Bulls,1,16,16
294,Lauri Markkanen,Arizona,P12,37,77.0,130.1,21.5,58.4,63.45,10.0,17.5,5.6,9.8,137,164,0.835,116,213,0.545,69,163,0.423,1.8,0.8,43.6,Fr,7-01,5.46917,138.089,2.6,2017,all,93.0,0.8000185,65.0,100.0,51.0,113.0,0.65,0.4513,20.0,24.0,0.8333,Drafted,99.0583,94.657,3.66462,203.764,7.77584,6.9491,0.826736,8.5871,30.8108,7.74147,0.84563,2.3784,4.8108,7.1892,0.8649,0.4054,0.5135,15.5676,Minnesota Timberwolves,1,7,7
295,Josh Jackson,Kansas,B12,35,74.0,108.2,27.3,55.2,55.95,8.7,17.4,18.2,18.4,98,173,0.566,186,339,0.549,34,90,0.378,3.5,3.1,40.3,Fr,6-08,4.09041,125.652,3.9,2017,all,100.0,1.07216571,131.0,190.0,55.0,149.0,0.6895,0.3691,57.0,67.0,0.8507,Drafted,95.418,89.032,4.21538,249.205,9.08058,4.44679,4.63379,8.60621,30.7714,5.1048,3.50141,2.3143,5.0571,7.3714,2.9714,1.6857,1.0571,16.3429,Phoenix Suns,1,4,4
