,Nodraft,Yesdraft,Player,Team,Conference
2815,0.994,0.006,JonDarius Warren,Southeastern Louisiana,Slnd
2816,1.0,0.0,Gill Williamson,Virginia Tech,ACC
2817,1.0,0.0,Hayden Curtiss,Portland St.,BSky
2818,1.0,0.0,Collin Holloway,Georgetown,BE
2819,0.996,0.004,Coleman Hawkins,Illinois,B10
2820,1.0,0.0,Jackson Sivills,Murray St.,OVC
2821,0.994,0.006,Nijel Pack,Kansas St.,B12
2822,1.0,0.0,DJ Gordon,Fordham,A10
2823,1.0,0.0,Andre Henry,UC Irvine,BW
2824,1.0,0.0,Justice Hill,Murray St.,OVC
2825,0.972,0.028,Caleb Murphy,South Florida,Amer
2826,1.0,0.0,Ze'Rik Onyema,UTEP,CUSA
2827,1.0,0.0,Jonathan Ned,Georgia,SEC
2828,1.0,0.0,C.J. Williams,Longwood,BSth
2829,1.0,0.0,Myles Ruth,Monmouth,MAAC
2830,1.0,0.0,Blake Roberts,Southern Miss,CUSA
2831,0.994,0.006,Garvin Clarke,Akron,MAC
2832,0.996,0.004,Josh Taylor,Georgia,SEC
2833,0.998,0.002,Klemen Vuga,Monmouth,MAAC
2834,0.994,0.006,DeAndre Pinckney,Southern Miss,CUSA
2835,0.998,0.002,Kevin Williamson,Coastal Carolina,SB
2836,1.0,0.0,Giancarlo Rosado,Florida Atlantic,CUSA
2837,1.0,0.0,Winston Hill,Presbyterian,BSth
2838,1.0,0.0,Jeremy Robinson,North Carolina A&T,MEAC
2839,1.0,0.0,Detalian Brown,North Alabama,ASun
2840,1.0,0.0,Will Soucie,North Alabama,ASun
2841,0.998,0.002,Tahlik Chavez,Charleston Southern,BSth
2842,0.998,0.002,Jamel Melvin,Northern Colorado,BSky
2843,0.998,0.002,Bryce Kennedy,Northern Colorado,BSky
2844,0.982,0.018,Chad Baker,San Diego St.,MWC
2845,0.986,0.014,Deivon Smith,Georgia Tech,ACC
2846,1.0,0.0,Arnaud Revaz,Maryland,B10
2847,0.994,0.006,Andersson Garcia,Mississippi St.,SEC
2848,0.986,0.014,Luis Kortright,Quinnipiac,MAAC
2849,0.998,0.002,D'Moi Hodge,Cleveland St.,Horz
2850,0.998,0.002,Abba Lawal,Alabama A&M,SWAC
2851,1.0,0.0,Tymu Chenery,Quinnipiac,MAAC
2852,1.0,0.0,Jayson Woodrich,Cleveland St.,Horz
2853,1.0,0.0,Yahel Hill,Cleveland St.,Horz
2854,1.0,0.0,Mabor Majak,Cleveland St.,Horz
2855,1.0,0.0,Ben Sternberg,Cleveland St.,Horz
2856,1.0,0.0,Tyler Moffe,The Citadel,SC
2857,1.0,0.0,Silas Mason,UNC Asheville,BSth
2858,1.0,0.0,Deven Dahlke,Drake,MVC
2859,0.992,0.008,Josh Bannan,Montana,BSky
2860,0.966,0.034,Rodrigue Andela,Oregon St.,P12
2861,1.0,0.0,Noah Farrakhan,Eastern Michigan,MAC
2862,1.0,0.0,Anwar Gill,La Salle,A10
2863,1.0,0.0,Robby Beasley,Montana,BSky
2864,0.998,0.002,Dean Reiber,Rutgers,B10
2865,1.0,0.0,Landis Spivey,Cal St. Fullerton,BW
2866,0.998,0.002,Jhamir Brickus,La Salle,A10
2867,0.994,0.006,Russell Harrison,Louisiana Monroe,SB
2868,0.994,0.006,Mike Miles,TCU,B12
2869,0.998,0.002,Dante Harris,Georgetown,BE
2870,1.0,0.0,Kent Gilbert,Tennessee,SEC
2871,1.0,0.0,Jack Vaske,San Diego,WCC
2872,1.0,0.0,Scotty Prunty,San Diego,WCC
2873,1.0,0.0,TJ Taylor,James Madison,CAA
2874,1.0,0.0,Terell Strickland,James Madison,CAA
2875,0.996,0.004,Terrence Edwards,James Madison,CAA
2876,0.998,0.002,Rondel Walker,Oklahoma St.,B12
2877,1.0,0.0,Michael Thomas,Louisiana Lafayette,SB
2878,1.0,0.0,Matthew-Alexander Moncrieffe,Oklahoma St.,B12
2879,0.998,0.002,Luke O'Brien,Colorado,P12
2880,0.974,0.026,Jabari Walker,Colorado,P12
2881,1.0,0.0,Tyree Ihenacho,James Madison,CAA
2882,1.0,0.0,Mike Bekelja,Duquesne,A10
2883,1.0,0.0,Mitchell Sueker,North Dakota,Sum
2884,1.0,0.0,Alex Vargo,Youngstown St.,Horz
2885,1.0,0.0,Cameron Smith,Cal St. Bakersfield,BW
2886,1.0,0.0,Jonathan Davis,Wisconsin,B10
2887,1.0,0.0,D'Ante Bell,New Orleans,Slnd
2888,1.0,0.0,Jalen Speer,Florida A&M,MEAC
2889,1.0,0.0,Robert Jeter,Western Illinois,Sum
2890,1.0,0.0,Matthew Wade,Western Illinois,Sum
2891,1.0,0.0,Nate Martin,Texas St.,SB
2892,1.0,0.0,Dylan Dawson,Texas St.,SB
2893,1.0,0.0,Keith Littles,Florida A&M,MEAC
2894,1.0,0.0,Jordan Meka,Georgia Tech,ACC
2895,1.0,0.0,Javonte Brown,Texas A&M,SEC
2896,1.0,0.0,Tristan Maxwell,Georgia Tech,ACC
2897,1.0,0.0,Chris Cross,Southern Illinois,MVC
2898,1.0,0.0,Saba Gigiberia,Georgia Tech,ACC
2899,1.0,0.0,D'Avian Houston,Longwood,BSth
2900,0.998,0.002,Shannon Grant,Mercer,SC
2901,1.0,0.0,Victor Radocaj,Eastern Washington,BSky
2902,0.998,0.002,Jalen White,Nicholls St.,Slnd
2903,1.0,0.0,Clythus Griffith,Portland,WCC
2904,1.0,0.0,Terren Frank,Vanderbilt,SEC
2905,1.0,0.0,Carson McCorkle,Virginia,ACC
2906,1.0,0.0,Nick Erickson,Jacksonville,ASun
2907,1.0,0.0,Malachi Poindexter,Virginia,ACC
2908,1.0,0.0,Chaz Owens,Syracuse,ACC
2909,1.0,0.0,Richard Amaefule,Dayton,A10
2910,1.0,0.0,Kingsley Box,Southern Utah,BSky
2911,1.0,0.0,Bryce Thompson,Oklahoma St.,B12
2912,1.0,0.0,James Carey,Iona,MAAC
2913,0.988,0.012,Tyon Grant-Foster,DePaul,BE
2914,0.992,0.008,Emmit Taylor III,Idaho St.,BSky
2915,1.0,0.0,Latrell Jossell,Stephen F. Austin,WAC
2916,0.992,0.008,Andrew Carr,Delaware,CAA
2917,1.0,0.0,Christopher Smith,Delaware St.,MEAC
2918,1.0,0.0,Ebenezer Dowuona,North Carolina St.,ACC
2919,1.0,0.0,Nik Stadelman,Illinois St.,MVC
2920,1.0,0.0,Trey Galloway,Indiana,B10
2921,1.0,0.0,Mikal Starks,Portland St.,BSky
2922,0.994,0.006,Aziz Bandaogo,Akron,MAC
2923,1.0,0.0,Jacob Rice,Morehead St.,OVC
2924,1.0,0.0,Tyron McMillan,Georgia,SEC
2925,1.0,0.0,Jade Tse,Houston Baptist,Slnd
2926,1.0,0.0,Conor Glennon,Memphis,Amer
2927,0.996,0.004,Bowen Born,Northern Iowa,MVC
2928,1.0,0.0,Cyrie Coates Jr.,Texas A&M Corpus Chris,Slnd
2929,1.0,0.0,Donte Powers,Sam Houston St.,Slnd
2930,0.994,0.006,Ahmad Rand,Oregon St.,P12
2931,0.996,0.004,Kian Scroggins,Sam Houston St.,Slnd
2932,1.0,0.0,Jason Edokpayi,Fairfield,MAAC
2933,1.0,0.0,Kobe Stewart,Presbyterian,BSth
2934,0.996,0.004,Nendah Tarke,Coppin St.,MEAC
2935,1.0,0.0,Ahmad Hamilton,North Carolina A&T,MEAC
2936,0.99,0.01,D'Rell Roberts,Prairie View A&M,SWAC
2937,0.992,0.008,Kendall Munson,Pepperdine,WCC
2938,1.0,0.0,Andrew Merfeld,Creighton,BE
2939,0.998,0.002,Sami Osmani,Creighton,BE
2940,1.0,0.0,Jevon Tatum,Alabama A&M,SWAC
2941,1.0,0.0,Dailin Smith,Alabama A&M,SWAC
2942,1.0,0.0,London Riley,Alabama A&M,SWAC
2943,0.99,0.01,Elias King,Quinnipiac,MAAC
2944,1.0,0.0,JoVon McClanahan,Hawaii,BW
2945,1.0,0.0,Georges Lefebvre,Vermont,AE
2946,1.0,0.0,Andrew Welage,Wright St.,Horz
2947,0.998,0.002,Jalen Leach,Fairfield,MAAC
2948,0.914,0.086,Adama Sanogo,Connecticut,BE
2949,1.0,0.0,Andrew Hurley,Connecticut,BE
2950,0.994,0.006,Jordan O'Neal,Alabama St.,SWAC
2951,0.992,0.008,Cheikh Faye,Charleston Southern,BSth
2952,1.0,0.0,Brendan Simmons,Central Arkansas,Slnd
2953,1.0,0.0,Jamere Hill,Toledo,MAC
2954,0.998,0.002,Akeem Odusipe,Kent St.,MAC
2955,0.97,0.03,Xavier Foster,Iowa St.,B12
2956,1.0,0.0,Garrett Hursey,North Florida,ASun
2957,1.0,0.0,Jonathan Aybar,North Florida,ASun
2958,0.996,0.004,Lynn Kidd,Virginia Tech,ACC
2959,0.988,0.012,Dawson Garcia,North Carolina,ACC
2960,1.0,0.0,Josh Berenbaum,North Florida,ASun
2961,0.996,0.004,Jadyn Parker,North Florida,ASun
2962,0.994,0.006,PJ Hall,Clemson,ACC
2963,1.0,0.0,Terrell Ard Jr.,Presbyterian,BSth
2964,1.0,0.0,Luke Fizulich,Albany,AE
2965,1.0,0.0,Abe Atiyeh,Boston College,ACC
2966,0.998,0.002,Emmanuel Ansong,Green Bay,Horz
2967,1.0,0.0,Monty Bowser,California,P12
2968,1.0,0.0,Grant Huffman,Davidson,A10
2969,0.996,0.004,Abou Ousmane,North Texas,CUSA
2970,0.99,0.01,Michael Jones,Davidson,A10
2971,0.98,0.02,Dayvion McKnight,Western Kentucky,CUSA
2972,1.0,0.0,Vukasin Masic,Maine,AE
2973,1.0,0.0,Noah Zoppi,Sacramento St.,BSky
2974,1.0,0.0,Bailey Conrad,Western Kentucky,CUSA
2975,1.0,0.0,Brent Davis,The Citadel,SC
2976,1.0,0.0,Caleb McGill,UC Davis,BW
2977,1.0,0.0,Jai Clark,Florida A&M,MEAC
2978,0.998,0.002,Deuce Guidry,Texas St.,SB
2979,1.0,0.0,Trejan Davis,Florida A&M,MEAC
2980,0.994,0.006,Nighael Ceaser,Texas St.,SB
2981,0.946,0.054,Graham Ike,Wyoming,MWC
2982,0.998,0.002,Andre Jackson,Connecticut,BE
2983,0.998,0.002,Jalen Dalcourt,Louisiana Lafayette,SB
2984,1.0,0.0,Liam Lloyd,Grand Canyon,WAC
2985,1.0,0.0,Chance McMillian,Grand Canyon,WAC
2986,1.0,0.0,RJ Duhart,Appalachian St.,SB
2987,0.998,0.002,Xavion Brown,Appalachian St.,SB
2988,1.0,0.0,Regin Larson,Charlotte,CUSA
2989,1.0,0.0,LaDamien Bradford,Louisiana Tech,CUSA
2990,1.0,0.0,Jaxson Robinson,Arkansas,SEC
2991,1.0,0.0,Hayden Hefner,Texas A&M,SEC
2992,0.982,0.018,Tanor Ngom,Florida St.,ACC
2993,0.998,0.002,Sardaar Calhoun,Texas Tech,B12
2994,0.992,0.008,Quincy Ballard,Florida St.,ACC
2995,1.0,0.0,Jonah Carrasco,IUPUI,Horz
2996,0.998,0.002,Nicquel Blake,Pacific,WCC
2997,1.0,0.0,Liam Sorensen,Idaho St.,BSky
2998,1.0,0.0,Gianmarco Arletti,Delaware,CAA
2999,1.0,0.0,Brandon Egemo,LSU,SEC
3000,1.0,0.0,Kam Farris,Robert Morris,Horz
3001,0.992,0.008,Zool Kueth,Northern Illinois,MAC
3002,1.0,0.0,Adong Makuoi,Northern Illinois,MAC
3003,1.0,0.0,Teemu Suokas,Ball St.,MAC
3004,1.0,0.0,Josh Bryan,Ball St.,MAC
3005,1.0,0.0,Enoch Cheeks,Robert Morris,Horz
3006,1.0,0.0,Brady O'Connell,Old Dominion,CUSA
3007,0.994,0.006,Freddy Hicks,Tarleton St.,WAC
3008,1.0,0.0,Briggs McClain,Hartford,AE
3009,1.0,0.0,John Shanu II,Old Dominion,CUSA
3010,0.996,0.004,Devin Askew,Texas,B12
3011,1.0,0.0,Brycen Long,Houston Baptist,Slnd
3012,1.0,0.0,Xavier DuSell,Wyoming,MWC
3013,1.0,0.0,Trey Phipps,Oral Roberts,Sum
3014,0.97,0.03,Moussa Cisse,Oklahoma St.,B12
3015,1.0,0.0,Rasheed Browne,North Texas,CUSA
3016,0.998,0.002,Za-Ontay Boothman,Houston Baptist,Slnd
3017,1.0,0.0,Tytan Anderson,Northern Iowa,MVC
3018,0.976,0.024,Walker Kessler,Auburn,SEC
3019,1.0,0.0,Le'Tre Darthard,Utah Valley,WAC
3020,0.996,0.004,Markhi Strickland,Saint Louis,A10
3021,1.0,0.0,Carson Ryan,Youngstown St.,Horz
3022,1.0,0.0,Griff Hopkins,Washington,P12
3023,1.0,0.0,Nate Pryor,New Mexico St.,WAC
3024,1.0,0.0,Beon Riley,Hawaii,BW
3025,0.982,0.018,Ryan Kalkbrenner,Creighton,BE
3026,1.0,0.0,Jeremiah Francis III,New Mexico,MWC
3027,0.988,0.012,Rollie Worster,Utah,P12
3028,1.0,0.0,Darlinstone Dubar,Hofstra,CAA
3029,1.0,0.0,Julian Larry,Indiana St.,MVC
3030,0.97,0.03,Cameron Holden,Towson,CAA
3031,0.992,0.008,Mason Archambault,South Dakota,Sum
3032,0.998,0.002,Morrell Schramm,East Tennessee St.,SC
3033,1.0,0.0,Jaden Walker,Iowa St.,B12
3034,1.0,0.0,Collin Moore,Georgia St.,SB
3035,1.0,0.0,Danny Kolp,Western Michigan,MAC
3036,1.0,0.0,Cam Bryant,Georgia Southern,SB
3037,0.988,0.012,Darius Miles,Alabama,SEC
3038,0.998,0.002,Keon Ellis,Alabama,SEC
3039,0.998,0.002,Eric Reed Jr.,Southeast Missouri St.,OVC
3040,1.0,0.0,Isaiah Amato,Eastern Washington,BSky
3041,1.0,0.0,Ryan Rollins,Toledo,MAC
3042,0.9,0.1,"Kenneth Lofton, Jr.",Louisiana Tech,CUSA
3043,1.0,0.0,Eugene Brown III,Ohio St.,B10
3044,0.998,0.002,Melvyn Ebonkoli,Missouri St.,MVC
3045,1.0,0.0,Skylar Wicks,Missouri St.,MVC
3046,0.998,0.002,Kenny Hunter,Louisiana Tech,CUSA
3047,0.998,0.002,Bryce McBride,Eastern Michigan,MAC
3048,0.986,0.014,Setric Millner Jr.,Toledo,MAC
3049,1.0,0.0,Toby Okani,Duquesne,A10
3050,1.0,0.0,Tyson Acuff,Duquesne,A10
3051,1.0,0.0,Dezmond McKinney,North Dakota St.,Sum
3052,1.0,0.0,Kaden Metheny,Bowling Green,MAC
3053,1.0,0.0,Zion Bethea,Hofstra,CAA
3054,1.0,0.0,Shawndarius Cowart,Grambling St.,SWAC
3055,1.0,0.0,David Green,Louisiana Tech,CUSA
3056,1.0,0.0,Cam Young,Bowling Green,MAC
3057,1.0,0.0,Courtney Carter,SIU Edwardsville,OVC
3058,1.0,0.0,Reggie Raynor,UNC Greensboro,SC
3059,1.0,0.0,Frank Jakubicek,Belmont,OVC
3060,0.998,0.002,Brandyn Talbot,UT Arlington,SB
3061,0.996,0.004,Abdou Tsimbila,Fordham,A10
3062,0.978,0.022,Joey Madimba,Tarleton St.,WAC
3063,1.0,0.0,B.J. Greenlee,Florida Atlantic,CUSA
3064,1.0,0.0,Leo Colimerio,Fresno St.,MWC
3065,1.0,0.0,Jamarcus Jones,Jackson St.,SWAC
3066,1.0,0.0,Destin Whitaker,Fresno St.,MWC
3067,0.992,0.008,Braxton Meah,Fresno St.,MWC
3068,1.0,0.0,Kyle Harding,Fresno St.,MWC
3069,0.984,0.016,Jamal Shead,Houston,Amer
3070,1.0,0.0,CJ Huntley,Appalachian St.,SB
3071,0.986,0.014,Tramon Mark,Houston,Amer
3072,0.994,0.006,Michael Ofoegbu,San Jose St.,MWC
3073,0.98,0.02,Max Murrell,Stanford,P12
3074,1.0,0.0,Sasha Glushkov,Appalachian St.,SB
3075,0.998,0.002,Michael O'Connell,Stanford,P12
3076,1.0,0.0,Daniel Foster,Nevada,MWC
3077,1.0,0.0,Ryan Elvin,Houston,Amer
3078,1.0,0.0,Eddie Lampkin Jr.,TCU,B12
3079,1.0,0.0,Austin Cook,Idaho St.,BSky
3080,1.0,0.0,Robert Ford III,Idaho St.,BSky
3081,1.0,0.0,Jordan Ivy-Curry,UTSA,CUSA
3082,0.964,0.036,Davion Bradford,Kansas St.,B12
3083,0.998,0.002,Caleb Dorsey,Penn St.,B10
3084,1.0,0.0,Gethro Muscadin,New Mexico,MWC
3085,1.0,0.0,Jalen Terry,DePaul,BE
3086,1.0,0.0,James Hand V,LIU Brooklyn,NEC
3087,1.0,0.0,Gabe Reichle,Oregon,P12
3088,0.996,0.004,Joe Hampton,Long Beach St.,BW
3089,0.99,0.01,Jadon Jones,Long Beach St.,BW
3090,1.0,0.0,Josh O'Garro,San Jose St.,MWC
3091,1.0,0.0,Jermaine Marshall,Samford,SC
3092,0.978,0.022,Justin Johnson,UT Rio Grande Valley,WAC
3093,1.0,0.0,Ed Eubanks,Lipscomb,ASun
3094,1.0,0.0,Myles Foster,Monmouth,MAAC
3095,1.0,0.0,Deanthony Tipler,Coastal Carolina,SB
3096,1.0,0.0,Jack Holmstrom,Monmouth,MAAC
3097,0.998,0.002,Gedi Juozapaitis,Georgia Southern,SB
3098,1.0,0.0,Lance Ware,Kentucky,SEC
3099,1.0,0.0,Dom Martinelli,St. Thomas,Sum
3100,1.0,0.0,Rastislav Sipkovsky,Central Michigan,MAC
3101,0.996,0.004,Ty Berry,Northwestern,B10
3102,1.0,0.0,Cam'Ron Fletcher,Florida St.,ACC
3103,1.0,0.0,AJ Gray,Hartford,AE
3104,0.998,0.002,Chris Greene,Cleveland St.,Horz
3105,1.0,0.0,Kentrell Garnett,Louisiana Lafayette,SB
3106,1.0,0.0,Judah Brown,Saint Mary's,WCC
3107,0.998,0.002,Nate Heise,Northern Iowa,MVC
3108,1.0,0.0,Jarren Cook,Sam Houston St.,Slnd
3109,1.0,0.0,Justin Hill,Longwood,BSth
3110,1.0,0.0,Chaunce Jenkins,Wichita St.,Amer
3111,1.0,0.0,Keith Dinwiddie Jr.,San Diego St.,MWC
3112,1.0,0.0,Alex Peterson,Kennesaw St.,ASun
3113,1.0,0.0,Demetrius Rives,Kennesaw St.,ASun
3114,1.0,0.0,Brandon Stroud,Kennesaw St.,ASun
3115,1.0,0.0,Gage Gomez,UC Santa Barbara,BW
3116,1.0,0.0,Joshua Walker,Radford,BSth
3117,1.0,0.0,John Hugley,Pittsburgh,ACC
3118,1.0,0.0,Elton Walker,Austin Peay,OVC
3119,0.996,0.004,Noah Collier,Pittsburgh,ACC
3120,0.994,0.006,Femi Odukale,Pittsburgh,ACC
3121,1.0,0.0,JaDun Michael,Elon,CAA
3122,1.0,0.0,Colin Granger,Ohio,MAC
3123,0.996,0.004,Rifen Miguel,Troy,SB
3124,0.948,0.052,JT Shumate,Toledo,MAC
3125,1.0,0.0,Jalin Anderson,Loyola Marymount,WCC
3126,0.996,0.004,Christian Shumate,McNeese St.,Slnd
3127,1.0,0.0,Ari Seals,Tulsa,Amer
3128,0.996,0.004,Woody Newton,Oklahoma St.,B12
3129,1.0,0.0,E.J. Clark,Alabama St.,SWAC
3130,1.0,0.0,Sam Mervis,Indiana St.,MVC
3131,0.998,0.002,Luka Eller,Miami OH,MAC
3132,0.992,0.008,Jackson Ames,Miami OH,MAC
3133,1.0,0.0,Jace Howard,Michigan,B10
3134,1.0,0.0,Max Burchill,South Dakota,Sum
3135,1.0,0.0,Cem Kirciman,Green Bay,Horz
3136,1.0,0.0,Taj Thweatt,West Virginia,B12
3137,1.0,0.0,Michael Matas,SIU Edwardsville,OVC
3138,1.0,0.0,Josiah Fulcher,Bowling Green,MAC
3139,0.998,0.002,Fah'Mir Ali,College of Charleston,CAA
3140,1.0,0.0,Caleb Huffman,Nicholls St.,Slnd
3141,0.996,0.004,RJ Glasper,Incarnate Word,Slnd
3142,1.0,0.0,Max Williams,DePaul,BE
3143,1.0,0.0,Chris Osten,Northern Illinois,MAC
3144,1.0,0.0,Griffin Yaklich,Illinois Chicago,Horz
3145,0.992,0.008,Marcus Bagley,Arizona St.,P12
3146,1.0,0.0,William Jeffress Jr.,Pittsburgh,ACC
3147,0.992,0.008,Mawot Mag,Rutgers,B10
3148,0.986,0.014,Courvoisier McCauley,DePaul,BE
3149,0.998,0.002,Kobe Elvis,Dayton,A10
3150,1.0,0.0,James Carlson,Idaho St.,BSky
3151,1.0,0.0,Lucas Saleh,Buffalo,MAC
3152,0.998,0.002,Jason Spurgin,Southern Utah,BSky
3153,1.0,0.0,Myles Wilmoth,Butler,BE
3154,0.998,0.002,Chuck Harris,Butler,BE
3155,1.0,0.0,Nick Fleming,Southern Utah,BSky
3156,0.99,0.01,Boubacar Coulibaly,USC,P12
3157,1.0,0.0,Kyle Karstetter,Idaho St.,BSky
3158,0.992,0.008,Kyndall Davis,LIU Brooklyn,NEC
3159,1.0,0.0,Anthony Kabala,LIU Brooklyn,NEC
3160,1.0,0.0,Christian Jeanty,LIU Brooklyn,NEC
3161,1.0,0.0,Creighton Lebo,North Carolina,ACC
3162,0.968,0.032,Will Carius,Western Illinois,Sum
3163,0.996,0.004,Marty Silvera,Saint Peter's,MAAC
3164,1.0,0.0,Charles Mendys,Elon,CAA
3165,1.0,0.0,Jake kosakowski,UC San Diego,BW
3166,0.998,0.002,Bryce Pope,UC San Diego,BW
3167,0.996,0.004,Joe Moon IV,Bryant,NEC
3168,1.0,0.0,Elijah Wood,Eastern Illinois,OVC
3169,1.0,0.0,Alex Huibregste,Wright St.,Horz
3170,1.0,0.0,Eduardo Andre,Nebraska,B10
3171,0.996,0.004,Lu'Cye Patterson,Missouri St.,MVC
3172,0.982,0.018,Nelly Junior Joseph,Iona,MAAC
3173,1.0,0.0,Lj Cryer,Baylor,B12
3174,1.0,0.0,Kendrick Gilbert,UNLV,MWC
3175,0.984,0.016,Saquan Singleton,New Mexico,MWC
3176,0.962,0.038,Shaquan Jules,Radford,BSth
3177,1.0,0.0,Quentin Hodge,USC Upstate,BSth
3178,1.0,0.0,Zach Loveday,Baylor,B12
3179,0.992,0.008,Xavier Lipscomb,Radford,BSth
3180,1.0,0.0,Dave Dickerson III,USC Upstate,BSth
3181,1.0,0.0,Bobby Harvey,IUPUI,Horz
3182,1.0,0.0,Dawson Baker,UC Irvine,BW
3183,1.0,0.0,Isaiah Wilson,Richmond,A10
3184,1.0,0.0,Sam Towns,Ohio,MAC
3185,0.996,0.004,Demarcus Sharp,Missouri St.,MVC
3186,1.0,0.0,Raphe Ayres,Missouri St.,MVC
3187,0.992,0.008,Drake Jeffries,Wyoming,MWC
3188,0.974,0.026,Zed Key,Ohio St.,B10
3189,0.996,0.004,Cameron Matthews,Mississippi St.,SEC
3190,1.0,0.0,Grant Coleman,Bryant,NEC
3191,0.988,0.012,Olivier-Maxence Prosper,Marquette,BE
3192,1.0,0.0,Tony Toney,UAB,CUSA
3193,0.93,0.07,Justin Lewis,Marquette,BE
3194,1.0,0.0,Oso Ighodaro,Marquette,BE
3195,0.986,0.014,Terence Lewis II,Jackson St.,SWAC
3196,1.0,0.0,Simeon Kirkland,New Orleans,Slnd
3197,0.99,0.01,Dylan Engler,The Citadel,SC
3198,1.0,0.0,Chaz Lanier,North Florida,ASun
3199,0.998,0.002,Jacob Crews,North Florida,ASun
3200,1.0,0.0,Gabe O'Neal,Bowling Green,MAC
3201,1.0,0.0,Jalen Harris,Cal St. Fullerton,BW
3202,1.0,0.0,Theo Hughes,Northern Colorado,BSky
3203,1.0,0.0,JJ Platt,Jacksonville St.,OVC
3204,1.0,0.0,Wil Tattersall,UC Riverside,BW
3205,1.0,0.0,Desmond Polk,SIU Edwardsville,OVC
3206,1.0,0.0,Aidan Fisch,Pittsburgh,ACC
3207,1.0,0.0,Khalen Robinson,Arkansas,SEC
3208,1.0,0.0,Paris Dawson,Portland St.,BSky
3209,1.0,0.0,Keith Lamar,Stetson,ASun
3210,1.0,0.0,Kiimani Holt,Portland St.,BSky
3211,1.0,0.0,GianCarlo Valdez,Stetson,ASun
3212,1.0,0.0,Teiano Hardee,Sacramento St.,BSky
3213,0.998,0.002,LeChaun DuHart,Maine,AE
3214,1.0,0.0,Matias Prock,Maine,AE
3215,0.984,0.016,Adefolalrin Adetogun,Maine,AE
3216,1.0,0.0,Kyle LeGreair,Detroit,Horz
3217,1.0,0.0,Jonathan Komagum,Sacramento St.,BSky
3218,1.0,0.0,Te'Jon Sawyer,Cal Baptist,WAC
3219,0.998,0.002,Shamir Bogues,Tarleton St.,WAC
3220,0.964,0.036,Devon House,UMKC,Sum
3221,0.992,0.008,Steven Verplancken Jr.,Southern Illinois,MVC
3222,0.998,0.002,Carlton Linguard Jr.,Kansas St.,B12
3223,0.994,0.006,Ben Carlson,Wisconsin,B10
3224,1.0,0.0,Jon Willeman,New Hampshire,AE
3225,1.0,0.0,Jabe Mullins,Saint Mary's,WCC
3226,1.0,0.0,Steven Crowl,Wisconsin,B10
3227,0.996,0.004,Mitchell Saxen,Saint Mary's,WCC
3228,1.0,0.0,K.J. McClurg,New Hampshire,AE
3229,0.998,0.002,Chris Childs,Bryant,NEC
3230,0.978,0.022,Leemet Bockler,Saint Mary's,WCC
3231,1.0,0.0,Thomas Howell,Louisiana Monroe,SB
3232,0.994,0.006,Mikey Howell,Bradley,MVC
3233,1.0,0.0,Jace Roquemore,UC San Diego,BW
3234,1.0,0.0,Justin Pratt,UC San Diego,BW
3235,0.97,0.03,Toni Rocak,UC San Diego,BW
3236,1.0,0.0,Kaden Rasheed,UC San Diego,BW
3237,1.0,0.0,Javion May,Sam Houston St.,Slnd
3238,1.0,0.0,Donavan Yap,Fresno St.,MWC
3239,1.0,0.0,Triston Broughton,San Diego St.,MWC
3240,1.0,0.0,Che Evans,San Diego St.,MWC
3241,1.0,0.0,Tyler Broughton,San Diego St.,MWC
3242,0.998,0.002,Eoin Nelson,Wyoming,MWC
3243,0.998,0.002,Jeremiah Oden,Wyoming,MWC
3244,1.0,0.0,John Treanor,Mercer,SC
3245,1.0,0.0,Peyton Urbancic,Tulsa,Amer
3246,1.0,0.0,D'Maurian Williams,Gardner Webb,BSth
3247,1.0,0.0,"Colin Golson, Jr.",Eastern Michigan,MAC
3248,0.998,0.002,Jamaine Mann,Vanderbilt,SEC
3249,1.0,0.0,Phillip Russell,Southeast Missouri St.,OVC
3250,1.0,0.0,Trey Hall,Evansville,MVC
3251,0.978,0.022,Marques Warrick,Northern Kentucky,Horz
3252,1.0,0.0,Luke House,Drexel,CAA
3253,1.0,0.0,D'Marcus Hall,Louisiana Monroe,SB
3254,1.0,0.0,Darrick Jones Jr.,Towson,CAA
3255,0.986,0.014,Matt Zona,Notre Dame,ACC
3256,1.0,0.0,Justin Gibson,Louisiana Monroe,SB
3257,1.0,0.0,Emmette Page,Evansville,MVC
3258,1.0,0.0,Trey Robinson,Northern Kentucky,Horz
3259,1.0,0.0,Nicholas Bassett,Colorado St.,MWC
3260,0.996,0.004,Jordan Sears,Gardner Webb,BSth
3261,0.998,0.002,Garrett Hien,Furman,SC
3262,1.0,0.0,Lou Demuth,Chicago St.,WAC
3263,0.998,0.002,Coleman Stucke,Northeastern,CAA
3264,1.0,0.0,Freddie Dybala,Cal Baptist,WAC
3265,1.0,0.0,Jaelen McGlone,Rider,MAAC
3266,1.0,0.0,Jaron Williams,Robert Morris,Horz
3267,1.0,0.0,Drew Thelwell,Morehead St.,OVC
3268,1.0,0.0,Tekorian Smith,Troy,SB
3269,1.0,0.0,Alex Kotov,Illinois St.,MVC
3270,0.96,0.04,Johni Broome,Morehead St.,OVC
3271,1.0,0.0,Kasen Jennings,Kennesaw St.,ASun
3272,1.0,0.0,Jacob Nicolds,Dixie St.,WAC
3273,1.0,0.0,Nate Lacewell,Texas St.,SB
3274,1.0,0.0,Trent Hudgens Jr.,Northern Colorado,BSky
