,id,Nodraft,Yesdraft,Player,Team,Conference,Games Played,Minutes Percentage,Offensive Rating,True Shooting Percentage,Assist Percentage,Turnover Percentage,Block Percentage,Free Throw Percentage,Points Over Replacement Per Adjusted Game,Adjusted Offensive Efficiency
24,24,0.998,0.002,Justin Edler-Davis,Cal St. Bakersfield,BW,24,68.0,114.3,54.46,5.8,14.2,1.0,0.809,2.21798,108.762
25,25,0.992,0.008,Greg Lee,Penn St.,B10,20,68.3,99.5,54.21,22.8,18.9,0.8,0.66,2.18902,108.363
26,26,0.978,0.022,Brandon Johnson,DePaul,BE,28,61.4,114.7,55.22,5.4,9.5,2.6,0.714,2.71534,116.052
27,27,1.0,0.0,Nick Robinson,Western Carolina,SC,6,14.5,93.5,50.29,16.7,20.5,1.5,0.9,0.518424,91.1532
28,28,0.836,0.164,Grant Golden,Richmond,A10,20,63.2,108.0,59.92,26.6,19.3,2.0,0.667,3.37181,120.209
29,29,0.986,0.014,De'Monte Buckingham,UNC Greensboro,SC,24,47.5,103.7,47.66,13.3,15.3,0.6,0.824,1.24376,104.136
30,30,0.994,0.006,Nick Sherod,Richmond,A10,31,73.1,115.4,59.4,10.5,9.2,0.3,0.805,2.99906,114.891
31,31,1.0,0.0,Chance Garvin,Idaho,BSky,12,25.4,74.1,43.53,19.2,33.0,1.0,0.0,-1.0424,69.3051
32,32,0.996,0.004,Perry Francois,Charlotte,CUSA,21,44.8,100.0,54.82,13.3,18.1,5.6,0.486,0.722938,96.8917
33,33,1.0,0.0,Vittorio Reynoso-Avila,Santa Clara,WCC,8,2.2,90.6,0.0,0.0,0.0,6.0,0.0,-0.114133,69.7775
34,34,1.0,0.0,Randy Miller Jr.,North Carolina Central,MEAC,24,51.1,84.1,45.25,7.1,18.5,0.0,0.75,-0.0577198,84.4427
35,35,0.998,0.002,Ryan Gomes,Houston Baptist,Slnd,20,20.0,78.6,53.56,3.9,35.3,6.4,0.556,-0.509649,69.9407
36,36,0.998,0.002,Nolan Taylor,Southeast Missouri St.,OVC,18,29.7,110.6,57.92,12.5,12.9,0.7,0.625,1.63736,111.887
37,37,0.998,0.002,Scott Spencer,Tulane,Amer,19,38.3,93.0,51.75,6.4,20.9,0.3,0.583,0.63738,94.6881
38,38,0.988,0.012,Algevon Eichelberger,Cleveland St.,Horz,19,27.8,98.0,50.77,14.3,20.9,1.6,0.667,0.781061,99.553
39,39,1.0,0.0,Eron Gordon,Valparaiso,MVC,26,72.6,91.7,52.48,10.3,21.3,1.6,0.677,0.0554334,85.8061
40,40,0.994,0.006,Mitch Lightfoot,Kansas,B12,29,26.4,96.7,54.23,2.5,23.2,7.6,0.615,0.566484,100.743
41,41,0.998,0.002,Nate Johnson,Xavier,BE,16,58.4,112.7,59.92,9.5,14.0,0.2,0.8,2.64323,110.02
42,42,1.0,0.0,Drew Buggs,Winthrop,BSth,26,33.8,84.1,38.76,23.4,27.4,1.2,0.522,-0.221626,80.5331
43,43,1.0,0.0,Devin Kirby,Montana St.,BSky,18,28.2,110.5,52.04,5.2,17.3,1.9,0.231,0.0771733,86.9515
44,44,1.0,0.0,Keith Fisher III,Pepperdine,WCC,29,59.3,92.3,50.22,7.9,20.9,1.3,0.614,1.15604,98.9308
45,45,0.996,0.004,Ben Coupet Jr.,Southern Illinois,MVC,25,80.6,111.3,58.23,12.5,17.2,1.0,0.716,2.11598,104.171
46,46,1.0,0.0,Kenny Cooper,Tennessee St.,OVC,24,31.3,82.2,40.96,19.8,28.9,0.9,0.633,-0.482694,76.0866
47,47,0.99,0.01,James Scott,Eastern Michigan,MAC,18,75.9,92.7,47.95,23.0,19.2,0.2,0.611,1.71455,101.539
48,48,1.0,0.0,Nick Hopkins,Siena,MAAC,11,54.6,122.4,58.42,5.6,6.3,0.0,0.75,2.16125,103.723
49,49,1.0,0.0,DeAndre Dishman,Middle Tennessee,CUSA,22,59.4,83.7,43.12,9.5,19.1,1.0,0.563,-0.07555,84.3399
50,50,0.994,0.006,Osinachi Smart,College of Charleston,CAA,17,64.5,115.1,63.74,1.7,21.1,2.0,0.567,1.35253,100.373
51,51,1.0,0.0,Corey Allen,Georgia St.,SB,20,79.3,112.1,58.85,15.3,16.4,0.3,0.839,2.94241,111.999
52,52,0.998,0.002,Justin Hopkins,Texas Southern,SWAC,25,72.5,104.0,53.19,7.6,18.1,0.3,0.753,1.03137,95.4996
53,53,0.996,0.004,Damien Sears,Southern,SWAC,22,25.5,114.2,68.71,5.4,25.7,2.1,0.526,0.558797,99.7621
54,54,0.994,0.006,Patrick Tape,San Francisco,WCC,10,4.6,79.0,36.91,7.4,23.2,4.7,0.25,-0.0164482,84.1892
55,55,0.994,0.006,Jordan Bell,Pacific,WCC,17,64.5,107.2,52.92,6.6,11.1,4.2,0.556,1.93469,106.879
56,56,0.926,0.074,Jalen Dupree,Tennessee St.,OVC,11,25.3,92.6,52.61,12.0,25.1,5.1,0.6,0.82993,100.714
57,57,0.988,0.012,Abdul Ado,Cincinnati,Amer,33,68.2,105.8,58.01,4.8,24.4,8.4,0.667,1.3754,99.7836
58,58,1.0,0.0,Jaylen Fornes,UNC Wilmington,CAA,20,44.3,105.1,53.19,6.5,12.8,0.2,0.66,1.14759,100.83
59,59,0.994,0.006,Stafford Trueheart,Hofstra,CAA,7,5.9,118.8,54.26,6.4,8.5,7.9,1.0,0.420711,100.687
60,60,1.0,0.0,Dejuan Clayton,Hartford,AE,16,66.9,99.3,51.74,28.3,17.2,0.0,0.783,1.56325,97.4936
61,61,0.994,0.006,Trevor Anderson,Valparaiso,MVC,29,33.0,123.1,64.49,16.3,16.5,0.0,0.667,1.47766,115.415
62,62,1.0,0.0,Rodney Miller Jr.,Miami FL,ACC,5,2.2,51.5,25.64,0.0,34.8,4.7,0.5,-0.665928,45.2745
63,63,0.924,0.076,Brevin Galloway,Boston College,ACC,4,13.7,109.1,55.81,29.8,13.4,2.6,0.7,3.6294,129.295
64,64,0.986,0.014,Chevez Goodwin,USC,P12,33,36.7,102.2,54.24,6.3,19.4,2.3,0.534,1.23928,109.573
65,65,1.0,0.0,Mike Henn,Denver,Sum,18,63.3,96.8,56.37,10.7,20.8,0.7,0.76,0.675229,92.9398
66,66,0.998,0.002,Ty Graves,North Carolina Central,MEAC,13,24.6,67.4,31.72,6.0,17.3,0.0,1.0,-0.88405,59.3345
67,67,0.996,0.004,Jeremy Sheppard,Rhode Island,A10,24,71.6,107.6,58.26,19.2,20.4,0.2,0.767,2.57032,110.116
68,68,1.0,0.0,Shawn Williams,Arkansas Pine Bluff,SWAC,7,9.2,88.8,39.84,3.6,7.6,0.0,0.8,0.0330438,86.0047
69,69,0.94,0.06,Ty Groce,Butler,BE,15,83.7,115.5,59.31,13.9,12.0,2.8,0.74,3.67163,116.872
70,70,1.0,0.0,Chris Lester,New Hampshire,AE,18,33.1,88.3,38.17,6.4,11.3,0.0,0.64,-0.2003,80.8964
71,71,1.0,0.0,Dimencio Vaughn,Rider,MAAC,16,9.8,64.6,39.5,6.8,35.1,1.1,0.385,-0.402233,68.3951
72,72,1.0,0.0,Ahsante Shivers,Southern,SWAC,10,36.9,89.6,46.37,9.4,16.7,1.1,0.667,0.0562714,85.8299
73,73,0.998,0.002,Shandon Goldman,Tennessee Tech,OVC,27,58.3,96.8,53.28,13.9,21.3,1.9,0.432,0.698047,93.876
74,74,0.998,0.002,Andre Jones,Louisiana Monroe,SB,21,58.7,95.7,52.11,21.9,23.3,1.5,0.733,0.961346,95.6023
75,75,0.998,0.002,Josh Parrish,San Diego,WCC,14,68.5,103.0,57.68,13.2,17.6,1.0,0.628,1.9556,105.825
76,76,1.0,0.0,Tyler Stewart,St. Francis PA,NEC,11,13.5,81.5,50.27,7.0,30.8,0.9,0.8,-0.00411946,85.1457
77,77,0.998,0.002,Nysier Brooks,Mississippi,SEC,27,68.1,104.5,54.93,5.7,18.2,4.0,0.641,1.61271,102.315
78,78,0.998,0.002,C.J. Keyser,Old Dominion,CUSA,13,78.9,97.4,52.06,13.1,15.5,1.6,0.692,2.11414,104.571
79,79,0.974,0.026,Jordan Jones,Marist,MAAC,21,53.5,102.1,60.26,9.6,22.3,11.1,0.618,1.47435,105.099
80,80,1.0,0.0,Precious Ayah,Miami OH,MAC,22,30.7,104.8,58.56,3.5,23.5,5.6,0.714,0.505098,97.096
81,81,0.966,0.034,Andrew Garcia,Kent St.,MAC,25,42.8,106.2,58.12,5.9,20.5,1.7,0.761,1.90707,117.368
82,82,1.0,0.0,Michael Almonacy,Appalachian St.,SB,25,80.0,107.8,54.39,20.8,14.6,0.4,0.774,2.612,108.779
83,83,0.996,0.004,Darian Adams,Jacksonville St.,OVC,25,85.6,103.4,54.8,17.4,20.4,0.1,0.768,2.50595,106.344
84,84,0.988,0.012,Jannson Williams,Eastern Kentucky,ASun,22,59.9,106.0,54.37,2.5,8.9,8.7,0.654,1.39542,102.043
85,85,0.998,0.002,Josh Ayeni,Chattanooga,SC,21,29.7,103.0,57.71,2.9,18.4,1.1,0.733,0.8828,103.917
86,86,0.988,0.012,Joshua Tomiac,San Diego St.,MWC,27,38.7,110.4,56.09,7.8,17.8,4.1,0.694,1.26384,108.778
87,87,0.998,0.002,Jared Chatham,Central Arkansas,Slnd,23,63.7,91.6,50.39,5.7,22.5,2.4,0.778,0.60227,92.068
88,88,0.982,0.018,Jacob Young,Oregon,P12,28,75.0,98.0,54.41,23.3,21.4,0.3,0.726,2.88591,112.97
89,89,0.99,0.01,Andrew Jones,Texas,B12,26,74.5,104.0,53.32,15.2,17.2,0.3,0.831,3.3522,116.481
90,90,0.994,0.006,Seth Towns,Ohio St.,B10,25,21.7,113.9,55.59,4.8,10.5,2.1,0.833,1.18517,117.119
91,91,0.998,0.002,Mikey Dixon,Idaho,BSky,20,59.0,104.0,48.08,10.2,10.4,0.0,0.804,1.27813,100.108
92,92,0.998,0.002,John Pettway,Tennessee Tech,OVC,24,87.6,97.6,55.05,10.5,23.3,1.4,0.617,1.11616,94.4367
93,93,0.998,0.002,Kellon Taylor,McNeese St.,Slnd,16,79.7,94.1,52.62,12.7,21.7,0.7,0.582,0.729896,91.8548
94,94,1.0,0.0,Chuba Ohams,Fordham,A10,1,2.9,69.3,37.74,0.0,12.8,0.0,0.0,-0.640758,73.7147
95,95,0.998,0.002,Najee Garvin,Hampton,BSth,23,62.2,94.1,50.1,5.2,17.3,1.2,0.659,1.15997,98.1448
96,96,0.99,0.01,Evan Clayborne,UNC Asheville,BSth,19,55.3,100.4,55.61,6.3,18.8,7.3,0.286,0.74259,94.4494
97,97,0.998,0.002,Jake Killingsworth,UC San Diego,BW,14,74.2,110.3,53.02,11.6,8.0,1.0,0.647,1.74768,102.235
98,98,0.984,0.016,Ty Flowers,LIU Brooklyn,NEC,18,83.1,107.9,53.45,23.1,15.1,3.6,0.667,2.68696,108.564
99,99,0.996,0.004,Brison Gresham,Texas Southern,SWAC,31,43.0,107.3,54.88,3.3,20.9,10.9,0.444,0.660987,96.3347
100,100,1.0,0.0,Damari Parris,Prairie View A&M,SWAC,15,15.1,81.3,38.54,8.7,15.8,0.0,0.0,-0.232099,77.3557
101,101,0.982,0.018,Dallas Walton,Wake Forest,ACC,26,30.2,120.0,65.86,6.7,17.8,5.0,0.845,2.14599,126.805
102,102,1.0,0.0,Xavier Bishop,Montana St.,BSky,21,81.2,100.2,50.86,25.2,16.1,0.0,0.778,2.11411,104.021
103,103,0.966,0.034,Dylan Painter,Delaware,CAA,14,76.1,106.6,57.39,14.2,19.9,3.7,0.726,2.72547,111.068
104,104,1.0,0.0,John Hall,UMass Lowell,AE,18,46.2,75.2,39.88,6.2,24.3,2.1,0.526,-1.03493,69.1191
105,105,0.996,0.004,Brock Bertram,Buffalo,MAC,18,30.4,127.4,61.72,2.0,15.3,6.4,0.538,1.27257,107.944
106,106,1.0,0.0,Harrison Henderson,Central Michigan,MAC,19,45.7,99.4,52.98,5.1,17.1,2.1,0.648,1.0001,101.03
107,107,0.996,0.004,Bitumba Baruti,Florida Atlantic,CUSA,16,54.9,98.6,47.31,8.5,9.8,3.6,0.571,0.731601,93.7978
108,108,0.998,0.002,Sammy Friday IV,Eastern Illinois,OVC,21,33.7,112.5,60.59,4.9,15.1,2.4,0.6,1.73735,114.258
109,109,0.998,0.002,Xzavier Malone-Key,Oregon St.,P12,26,64.9,107.5,56.93,14.4,15.8,0.4,0.663,2.15693,106.839
110,110,1.0,0.0,Khadim Sy,Wake Forest,ACC,14,13.8,97.3,48.92,5.1,19.1,3.1,1.0,0.433593,96.542
111,111,0.998,0.002,Braun Hartfield,Pepperdine,WCC,31,85.4,91.9,51.15,14.4,21.1,1.7,0.661,1.49011,97.9093
112,112,1.0,0.0,Daron Henson,Seattle,WAC,13,9.8,76.2,29.01,2.4,4.4,0.0,0.833,-0.265976,71.842
113,113,0.992,0.008,Koby McEwen,Weber St.,BSky,27,74.6,97.6,51.78,19.9,21.5,0.8,0.759,1.88406,103.461
114,114,1.0,0.0,Justin Roberts,Niagara,MAAC,14,45.5,109.4,54.92,9.6,10.3,0.0,0.897,1.40445,100.823
115,115,0.996,0.004,Jason Carter,Ohio,MAC,21,65.8,98.2,43.61,9.3,13.4,2.8,0.55,0.778403,93.7833
116,116,1.0,0.0,Tre Clark,Rice,CUSA,19,23.0,63.1,27.93,7.3,30.7,3.5,0.25,-1.25185,55.4536
117,117,0.998,0.002,Kameron McGusty,Miami FL,ACC,20,61.4,99.9,53.93,18.7,19.2,0.2,0.821,2.48533,106.899
118,118,0.996,0.004,Jordan Shepherd,California,P12,24,83.2,95.8,53.78,19.7,20.6,1.3,0.731,1.51247,98.3586
119,119,0.996,0.004,Frederick Scott,Boston College,ACC,7,15.9,84.3,49.49,6.5,22.7,1.6,0.5,0.466737,92.6116
120,120,0.986,0.014,Johnny McCants,New Mexico St.,WAC,17,63.8,121.0,58.48,14.2,14.6,4.1,0.698,3.18891,121.253
121,121,0.998,0.002,Rasheem Dunn,Robert Morris,Horz,22,58.3,92.3,46.97,23.1,21.4,0.2,0.691,1.33939,98.7927
122,122,0.996,0.004,Tommy Kuhse,Saint Mary's,WCC,24,89.3,100.3,49.11,31.0,17.1,0.5,0.797,2.9717,109.239
123,123,0.998,0.002,Elijah Thomas,Cal Baptist,WAC,19,66.1,107.8,59.56,13.9,21.7,0.0,0.689,1.90731,106.031
124,124,0.988,0.012,Juwan Gray,Towson,CAA,5,17.5,103.6,53.25,4.8,18.4,0.9,0.875,1.376,100.746
125,125,1.0,0.0,Nikola Djogo,Northeastern,CAA,24,44.5,128.3,69.22,7.7,14.3,2.3,0.875,2.24377,118.774
126,126,1.0,0.0,Colby Leifson,Utah Valley,WAC,13,11.7,111.4,61.2,8.5,16.2,0.0,1.0,0.569489,107.953
127,127,0.998,0.002,Aher Uguak,Loyola Chicago,MVC,29,61.0,119.2,68.13,8.8,19.8,0.2,0.764,2.20408,111.277
128,128,0.974,0.026,Bryson Williams,Texas Tech,B12,20,74.8,101.1,53.1,6.3,14.5,1.6,0.844,2.60781,109.187
129,129,0.994,0.006,Jacob Davison,Cal Poly,BW,21,47.9,94.2,49.77,12.3,16.3,1.4,0.833,1.0371,99.4879
130,130,0.998,0.002,Everett Winchester,Florida Atlantic,CUSA,19,56.2,88.2,46.6,14.2,26.2,0.8,0.583,-0.0427041,84.7084
131,131,0.996,0.004,A.J. Lawson,Texas Southern,SWAC,17,73.3,91.4,49.64,33.9,27.7,0.4,0.561,0.763146,92.3367
132,132,0.99,0.01,Dontay Bassett,Weber St.,BSky,18,45.1,107.7,55.94,6.4,14.5,5.1,0.862,1.64009,108.823
133,133,0.998,0.002,David Jean-Baptiste,Chattanooga,SC,21,75.1,102.7,54.36,16.9,14.8,0.7,0.794,2.53854,106.61
134,134,0.998,0.002,Rodney Chatman,Vanderbilt,SEC,12,39.3,84.5,49.38,22.9,30.1,0.6,0.531,0.238736,87.478
135,135,1.0,0.0,Makale Foreman,California,P12,28,51.3,94.0,47.92,15.0,15.2,0.0,0.886,1.11509,100.904
136,136,1.0,0.0,Chuck Champion,Albany,AE,16,44.5,89.7,52.97,14.0,24.4,0.0,0.7,0.261906,89.4931
137,137,0.97,0.03,Sam Green,Howard,MEAC,4,66.9,73.0,41.48,6.6,23.4,5.2,0.75,-2.00154,63.6927
138,138,1.0,0.0,Reginald Gee,Louisiana Monroe,SB,20,44.7,100.9,50.41,5.0,16.1,0.8,0.778,0.988278,98.0436
139,139,1.0,0.0,Ray Salnave,UMBC,AE,19,57.8,82.3,42.25,10.5,22.8,0.3,0.852,-0.0106004,85.1236
140,140,0.998,0.002,Payton Willis,Minnesota,B10,17,85.0,111.5,56.66,19.1,14.1,1.3,0.69,3.09813,111.504
141,141,0.996,0.004,John Fulkerson,Tennessee,SEC,25,62.1,112.2,57.38,12.5,15.8,2.6,0.747,2.71832,114.443
142,142,1.0,0.0,Clevon Brown,FIU,CUSA,17,31.9,88.1,52.2,2.9,25.9,5.3,0.5,-0.304468,80.5798
143,143,0.994,0.006,Jalen Johnson,Mercer,SC,20,37.2,101.6,50.49,7.5,13.2,3.7,0.765,0.862602,101.188
144,144,0.998,0.002,Lazaro Rojas,UT Arlington,SB,9,9.7,96.9,47.74,4.3,15.0,2.2,0.75,0.0869335,87.7611
145,145,0.988,0.012,Quan Jackson,UAB,CUSA,23,60.4,96.9,49.59,10.6,14.7,1.4,0.537,1.23574,97.8184
146,146,0.98,0.02,Bryce Nze,Butler,BE,23,70.3,100.1,52.75,15.9,17.3,2.2,0.471,2.63393,110.106
147,147,0.984,0.016,Mason Faulkner,Louisville,ACC,22,73.5,105.1,57.25,28.8,20.2,0.1,0.762,3.21064,112.903
148,148,1.0,0.0,Seventh Woods,Morgan St.,MEAC,18,40.7,76.8,40.52,18.6,26.7,0.3,0.667,-0.215995,81.9796
149,149,1.0,0.0,Aaron Cook,Georgia,SEC,30,31.4,106.0,59.55,17.3,25.7,1.0,0.657,0.965766,106.009
150,150,0.926,0.074,Arkel Lamar,UMKC,Sum,5,17.3,102.4,52.1,3.4,6.3,6.9,0.75,1.64899,102.474
151,151,1.0,0.0,Patrick Good,Winthrop,BSth,30,57.1,112.7,53.93,11.9,13.0,0.0,0.821,1.50645,103.737
152,152,0.988,0.012,Salif Boudie,UMass Lowell,AE,23,34.7,107.2,63.75,9.1,22.2,6.6,0.628,1.2239,110.686
153,153,1.0,0.0,Jahmiah Simmons,North Texas,CUSA,26,12.9,102.1,55.87,4.9,26.5,1.7,1.0,0.199349,95.2989
154,154,0.994,0.006,Christian Willis,Arkansas St.,SB,19,50.4,98.7,51.39,10.0,17.6,1.2,0.625,0.584238,92.8146
155,155,0.984,0.016,Te'Jon Lucas,BYU,WCC,22,78.2,97.8,48.85,36.7,18.1,1.0,0.73,2.27596,106.218
156,156,0.984,0.016,Jordan Bohannon,Iowa,B10,31,72.6,119.6,58.02,23.9,15.1,0.0,0.889,3.79113,122.872
157,157,1.0,0.0,Milos Jovic,Miami OH,MAC,20,18.8,59.4,26.35,9.0,19.1,0.7,0.5,-0.888517,54.2128
158,158,0.992,0.008,Justin Kier,Arizona,P12,25,77.1,94.7,52.54,12.9,25.3,0.3,0.75,1.04136,94.985
159,159,0.998,0.002,Nana Akenten,Southeast Missouri St.,OVC,27,65.5,94.6,53.3,7.9,21.3,1.6,0.744,0.495278,90.7039
160,160,1.0,0.0,Thomas Allen,North Carolina St.,ACC,17,44.8,98.7,49.6,10.9,17.5,0.5,0.789,0.963177,95.819
161,161,1.0,0.0,LaDavius Draine,Tulsa,Amer,23,71.1,82.8,46.25,14.1,23.3,0.0,0.69,-0.273691,82.4838
162,162,0.994,0.006,Trey Wade,Arkansas,SEC,20,66.2,108.7,50.41,10.4,11.9,2.8,0.6,1.83093,105.19
163,163,0.732,0.268,Kyle Young,Ohio St.,B10,27,56.6,133.8,62.4,9.1,7.3,2.4,0.846,4.26103,132.169
164,164,0.998,0.002,Anthony Gaines,Siena,MAAC,23,51.7,99.0,54.68,9.0,22.6,1.5,0.714,0.549563,92.9111
165,165,1.0,0.0,David Maynard,The Citadel,SC,16,21.2,96.0,48.21,6.6,16.0,0.7,0.6,0.0385896,86.5647
166,166,0.998,0.002,Pauly Paulicap,West Virginia,B12,19,54.9,102.0,56.67,1.0,21.5,6.5,0.6,1.42507,103.945
167,167,0.99,0.01,Andrew Platek,Siena,MAAC,29,32.8,104.1,52.17,11.1,23.3,1.4,0.833,0.718126,101.05
168,168,1.0,0.0,Jason Strong,Northeastern,CAA,18,62.2,103.8,56.92,7.2,13.5,1.1,0.75,1.27639,99.2622
169,169,0.928,0.072,Tomas Murphy,Vermont,AE,11,17.2,104.1,62.23,7.3,20.8,1.2,0.929,1.08091,118.631
170,170,0.986,0.014,Brandon McKissic,Florida,SEC,17,74.1,103.8,59.03,23.7,18.9,0.5,0.667,3.28934,112.431
171,171,0.998,0.002,Jack Perry,Portland,WCC,19,45.4,121.4,71.76,11.5,22.8,0.0,0.636,1.36939,103.194
172,172,0.998,0.002,Ra Kpedi,Fort Wayne,Horz,23,29.7,114.7,64.08,0.6,19.8,1.6,0.558,0.688609,101.939
173,173,0.998,0.002,Bailey Patella,Vermont,AE,15,44.1,118.6,61.06,13.4,14.5,3.3,0.688,1.26766,105.966
174,174,0.986,0.014,Emmanuel Akot,Boise St.,MWC,23,51.8,95.0,48.81,20.5,19.2,2.1,0.636,1.24298,99.9952
175,175,0.952,0.048,Alex Barcello,BYU,WCC,26,79.8,123.3,64.69,25.7,16.6,0.0,0.853,5.21669,132.348
176,176,1.0,0.0,Maxwell Evans,TCU,B12,25,64.6,107.4,55.13,13.5,15.3,0.5,0.531,1.99509,107.506
177,177,0.994,0.006,Grant Anticevich,California,P12,24,64.1,97.9,50.86,13.4,16.4,1.5,0.857,1.72063,101.83
178,178,1.0,0.0,Austin McCullough,Campbell,BSth,17,34.2,123.1,63.98,7.8,9.5,0.0,0.684,1.6361,108.355
179,179,0.958,0.042,Justice Sueing,Ohio St.,B10,31,69.9,110.9,59.27,9.9,18.7,0.8,0.75,3.25092,118.772
180,180,1.0,0.0,Walt McGrory,South Dakota,Sum,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.323735,-8.03957
181,181,1.0,0.0,Luke Nathan,Rutgers,B10,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.592801,-0.162218
182,182,0.994,0.006,Brad Davison,Wisconsin,B10,31,76.8,107.9,51.64,14.7,9.5,0.0,0.868,2.8155,111.668
183,183,0.988,0.012,Kobe King,Valparaiso,MVC,19,43.5,99.4,51.32,12.3,15.3,1.2,0.673,2.12412,106.981
184,184,0.998,0.002,Taj Benning,Fairfield,MAAC,27,83.5,98.0,51.3,8.7,16.5,0.6,0.841,1.53266,98.4821
185,185,0.982,0.018,Parker Stewart,Indiana,B10,23,77.4,104.0,53.69,21.2,18.2,1.2,0.765,3.52995,113.195
186,186,0.932,0.068,Marcus Carr,Texas,B12,29,88.3,106.5,51.73,31.5,13.0,0.4,0.799,4.86541,124.974
187,187,1.0,0.0,Terrell Brown,San Diego,WCC,21,26.4,88.1,47.34,1.6,26.1,9.2,0.619,0.0467627,86.4756
188,188,0.998,0.002,Jordan Davis,Jacksonville,ASun,22,83.5,85.1,45.0,14.9,19.9,0.4,0.75,0.258134,87.4824
189,189,0.996,0.004,Vance Jackson Jr.,East Carolina,Amer,26,23.5,102.0,48.7,9.7,13.9,0.7,0.571,0.582677,99.7818
190,190,1.0,0.0,Luka Vasic,Charlotte,CUSA,19,18.5,88.1,54.32,8.9,24.7,0.6,0.656,0.125333,88.5452
191,191,0.996,0.004,Nike Sibande,Pittsburgh,ACC,14,31.5,98.9,53.31,15.0,22.5,0.4,0.571,1.2511,103.478
192,192,1.0,0.0,Donovan Sims,Middle Tennessee,CUSA,14,31.7,78.2,45.14,12.9,27.3,0.4,0.81,-0.482701,78.2755
193,193,1.0,0.0,Kevin McAdoo,Detroit,Horz,15,31.1,86.8,43.99,11.9,17.4,1.2,0.737,-0.00753089,85.1562
194,194,0.964,0.036,Jalen Gibbs,Jacksonville St.,ASun,4,15.2,118.7,60.03,11.5,12.1,0.0,0.81,4.40144,121.239
195,195,0.996,0.004,Tydus Verhoeven,UTEP,CUSA,20,58.6,108.7,61.41,8.6,25.2,3.1,0.571,1.03747,97.4113
196,196,0.996,0.004,Nicholas Kratholm,Niagara,MAAC,20,46.1,101.9,51.71,9.1,16.0,3.1,0.59,0.905885,99.4055
197,197,0.986,0.014,Eric Williams Jr.,Oregon,P12,24,66.0,106.2,50.44,9.0,13.6,1.9,0.73,2.57871,109.39
198,198,1.0,0.0,Goanar Mar,Northern Iowa,MVC,14,14.9,70.8,36.71,3.9,26.5,1.8,0.429,-0.615361,67.3944
199,199,1.0,0.0,Bryan Knapp,George Washington,A10,25,66.9,101.6,51.46,9.9,12.6,0.7,0.783,0.859496,94.5976
200,200,1.0,0.0,Terrance McBride,Rice,CUSA,25,82.6,108.6,56.43,20.4,15.4,0.4,0.775,3.00383,111.553
201,201,1.0,0.0,Riley Voss,Wright St.,Horz,24,34.8,85.3,42.9,15.6,21.7,1.7,0.0,-0.344212,78.4914
202,202,0.944,0.056,Chris Knight,Loyola Chicago,MVC,28,64.3,99.4,56.2,21.8,18.9,5.9,0.606,2.63946,114.899
203,203,0.982,0.018,Scott Blakney,Montana,BSky,22,50.9,100.5,62.62,7.1,22.8,0.5,0.774,1.50283,106.528
204,204,1.0,0.0,Admir Besovic,Little Rock,SB,11,9.6,92.3,56.45,6.4,28.2,1.2,0.75,0.0549945,87.0939
205,205,0.984,0.016,Eli Brooks,Michigan,B10,27,74.7,117.0,55.68,17.3,12.8,0.7,0.909,3.39103,116.813
206,206,1.0,0.0,Darius McNeill,UTSA,CUSA,12,41.9,105.4,54.87,7.5,16.1,0.4,0.778,1.22983,100.179
207,207,1.0,0.0,Bryan Trimble Jr.,Akron,MAC,21,71.8,115.4,58.88,2.6,10.3,0.6,0.85,2.45373,109.889
208,208,0.968,0.032,Jamaree Bouyea,San Francisco,WCC,25,84.3,111.5,57.6,25.2,15.4,0.7,0.754,4.41124,122.956
209,209,1.0,0.0,Peace Ilegomah,Evansville,MVC,10,3.0,47.2,16.95,4.7,25.7,0.0,0.5,-0.581959,41.2064
210,210,1.0,0.0,Marco Anthony,Utah,P12,28,80.0,99.6,48.58,17.9,19.1,1.6,0.615,1.61411,99.7921
211,211,0.988,0.012,Izaiah Brockington,Iowa St.,B12,25,73.6,102.7,50.65,12.2,14.5,0.9,0.841,3.02665,114.898
212,212,0.99,0.01,Alex O'Connell,Creighton,BE,24,18.6,96.8,46.7,8.4,10.9,0.0,0.625,0.601117,103.363
213,213,0.994,0.006,Jalen Ray,Hofstra,CAA,23,92.5,110.5,54.77,19.4,12.9,1.0,0.843,4.10435,117.21
214,214,1.0,0.0,Evan Gilyard II,UMKC,Sum,16,69.7,102.6,47.82,17.9,16.3,0.0,0.711,1.38461,98.7249
215,215,0.956,0.044,Daeqwon Plowden,Bowling Green,MAC,25,75.0,109.1,52.86,8.2,12.5,3.3,0.72,2.6623,110.813
216,216,0.996,0.004,Nelly Cummings,Colgate,Pat,16,65.7,114.2,58.8,8.2,11.8,0.5,0.756,2.33527,110.85
217,217,0.996,0.004,Blake Huggins,Ball St.,MAC,22,26.6,108.5,60.15,5.0,22.8,5.6,0.64,0.483669,97.8118
218,218,0.998,0.002,James Reese,South Carolina,SEC,27,78.8,107.1,54.26,9.0,12.9,0.5,0.778,2.23808,105.716
219,219,0.998,0.002,Fatts Russell,Maryland,B10,23,74.9,100.2,47.81,27.0,15.1,0.4,0.799,2.99159,111.774
220,220,0.998,0.002,Maceo Jack,Buffalo,MAC,7,21.9,133.1,73.06,2.7,12.9,1.4,1.0,2.24965,116.051
